,Person.Age,Person.Gender,Person.Race,Incident.Date.Month,Incident.Date.Day,Year,Incident.Location.City,State,Factors.Armed,Factors.Threat-Level,Factors.Fleeing,Shooting.Manner,ps_happ
552,50,Male,White,7,25,2015,Decatur,GA,gun,attack,Not fleeing,shot,1
553,36,Male,African American,7,25,2015,Las Vegas,NV,toy weapon,attack,Not fleeing,shot,1
554,59,Male,African American,7,25,2015,Micanopy,FL,gun,attack,Not fleeing,shot,1
555,33,Male,African American,7,26,2015,Shreveport,LA,gun,attack,Not fleeing,shot,1
556,19,Male,White,7,26,2015,Seneca,SC,unknown,other,Other,shot,1
557,56,Male,White,7,27,2015,Irmo,SC,knife,attack,Not fleeing,shot,1
558,45,Male,White,7,27,2015,Houma,LA,toy weapon,attack,Car,shot,1
559,22,Male,White,7,27,2015,Boulder,CO,knife,other,Not fleeing,shot and Tasered,1
560,41,Male,Unknown,7,28,2015,Manila,AR,knife,other,Not fleeing,shot,1
561,34,Male,Hispanic,7,29,2015,Las Cruces,NM,gun,undetermined,Foot,shot,1
562,53,Male,White,7,29,2015,Logan,UT,gun,attack,Not fleeing,shot,1
563,48,Male,White,7,30,2015,Gardnerville Ranchos,NV,gun,attack,Not fleeing,shot,1
564,25,Male,White,7,30,2015,Dunsmuir,CA,gun,attack,Car,shot,1
565,30,Male,Hispanic,7,30,2015,Fort Worth,TX,gun,attack,Not fleeing,shot,1
566,47,Male,Hispanic,7,30,2015,Whittier,CA,metal stick,attack,Not fleeing,shot and Tasered,1
567,33,Male,Hispanic,7,31,2015,Albuquerque,NM,gun,attack,Not fleeing,shot,1
568,34,Male,White,7,31,2015,Roswell,NM,gun,attack,Not fleeing,shot,1
569,52,Male,Unknown,8,1,2015,Nitro,WV,gun,attack,Not fleeing,shot,1
570,29,Male,Hispanic,8,1,2015,Tucson,AZ,gun,attack,Not fleeing,shot,1
571,63,Male,White,8,2,2015,Houston,TX,unknown,other,Not fleeing,shot,1
572,49,Male,African American,8,3,2015,Oakland,CA,gun,attack,Not fleeing,shot,1
573,18,Male,White,8,3,2015,Campbelltown,PA,gun,attack,Foot,shot,1
574,71,Male,White,8,3,2015,Powhatan County,VA,gun,attack,Not fleeing,shot,1
575,35,Male,White,8,3,2015,Muncie,IN,toy weapon,attack,Not fleeing,shot,1
576,55,Male,Hispanic,8,4,2015,San Diego County,CA,undetermined,other,Not fleeing,shot,1
577,31,Male,African American,8,4,2015,Rantoul,IL,gun,undetermined,Not fleeing,shot,1
578,18,Male,White,8,5,2015,Louisville,KY,knife,attack,Not fleeing,shot,1
579,51,Male,White,8,5,2015,Greenfield,WI,knife,other,Not fleeing,shot,1
580,39,Male,African American,8,5,2015,Maui,HI,gun,attack,Not fleeing,shot,1
581,20,Male,African American,8,5,2015,Richmond,VA,gun,attack,Foot,shot,1
582,29,Male,White,8,5,2015,Antioch,TN,hatchet,attack,Not fleeing,shot,1
583,40,Male,White,8,5,2015,Tacoma,WA,gun,attack,Not fleeing,shot,1
584,42,Male,Hispanic,8,6,2015,Elsmere,KY,knife,attack,Not fleeing,shot,1
585,22,Male,African American,8,6,2015,El Paso,TX,gun,attack,Car,shot,1
586,19,Male,African American,8,7,2015,Arlington,TX,unarmed,other,Not fleeing,shot,1
587,24,Male,Hispanic,8,7,2015,Las Vegas,NV,sharp object,other,Not fleeing,shot,1
588,30,Male,White,8,7,2015,Fresno,CA,toy weapon,attack,Not fleeing,shot,1
589,53,Male,White,8,7,2015,Superior,MT,unknown,other,Car,shot,1
590,25,Male,African American,8,7,2015,Greenville,NC,gun,attack,Not fleeing,shot,1
591,28,Male,African American,8,7,2015,Long Beach,CA,knife,attack,Not fleeing,shot,1
592,33,Male,Unknown,8,8,2015,Brookshire,TX,gun,attack,Not fleeing,shot,1
593,24,Male,African American,8,8,2015,Summerville,SC,gun,attack,Car,shot,1
594,59,Male,White,8,8,2015,Gastonia,NC,gun,attack,Not fleeing,shot,1
595,46,Male,White,8,8,2015,Spokane,WA,gun,attack,Not fleeing,shot,1
